"user.login","Year","City","Period","n_obs","n_taxa","taxa"
"asthecrowflies",2019,"Atlanta, Georgia, USA","during",1,1,"121176"
"astolat",2019,"Calgary, Canada","during",1,1,"55576"
"astrobirder",2022,"Boston, Massachusetts, USA","before",12,6,"49490 67747 117867 54734 463258 121176 55576"
"asuhr",2019,"Baltimore, Maryland, USA","during",1,1,"117943"
"aterlacher",2019,"Cleveland-Akron-Canton, OH, USA","before",1,1,"117951"
"aterlacher",2019,"Cleveland-Akron-Canton, OH, USA","during",1,1,"117943"
"aterlacher",2022,"Cleveland-Akron-Canton, OH, USA","during",1,1,"220115"
"athai5",2020,"Austin, Texas, USA","during",3,2,"69430 55553"
"athanabanana",2021,"Berlin, Germany","during",4,3,"55576 49490 632126"
"athanabanana",2022,"Berlin, Germany","during",11,5,"49490 54734 155093 632126 124439 55576"
"athieke",2020,"Alachua County, Florida, USA","during",1,1,"117867"
"athosa",2022,"Boston, Massachusetts, USA","during",1,1,"124439"
"atlasendured",2020,"Western NC, North Carolina, USA","during",1,1,"48711"
"atlasmira",2022,"Austin, Texas, USA","during",2,2,"55553 232361"
"atlnature",2019,"Atlanta, Georgia, USA","during",3,1,"49490 119778"
"atlrob",2020,"Western NC, North Carolina, USA","during",1,1,"119669"
"atmosci",2022,"Dallas-Fort Worth, Texas, USA","before",2,2,"232361 55553"
"atmosci",2022,"Dallas-Fort Worth, Texas, USA","during",4,4,"233685 155090 232361 55553"
"atraore2184",2022,"Charlotte, North Carolina, USA","during",1,1,"117887"
"attilaolah",2022,"Chur, Chur, Switzerland","during",1,1,"54294"
"auggie_bengt",2020,"Boston, Massachusetts, USA","during",13,11,"69430 154565 155090 182613 175845 117951 200925 463344 117877 182455 175944 148365"
"auri_gold",2018,"Boston, Massachusetts, USA","during",1,1,"117943"
"auroravt",2021,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"auroravt",2022,"Cape Town, Western Cape, South Africa","during",2,2,"117943 55576"
"aussiemomx2",2022,"Baltimore, Maryland, USA","during",1,1,"182713"
"ava_rolfe",2021,"Boston, Massachusetts, USA","after",1,1,"117943"
"avaldez18",2020,"Boston, Massachusetts, USA","during",1,1,"117951"
"avanwyk",2020,"Baltimore, Maryland, USA","during",1,1,"117943"
"avaperry7",2022,"Austin, Texas, USA","after",1,1,"155090"
"avickerman22",2022,"Boston, Massachusetts, USA","during",1,1,"463344"
"avie_wren",2018,"Bristol & Bath City Region, UK","during",1,1,"123175"
"avivalie",2022,"Boston, Massachusetts, USA","before",1,1,"49490"
"awaguirre",2022,"Chicago, Illinois, USA","during",1,1,"49490"
"awatson2021",2021,"Boston, Massachusetts, USA","before",2,2,"117943 55576"
"awhipple",2020,"Austin, Texas, USA","before",1,1,"233685"
"awnlexia",2021,"Curitiba, Paraná, Brazil","during",1,1,"463096"
"awoelper",2020,"Atlanta, Georgia, USA","during",1,1,"155091"
"awrynn",2022,"Boston, Massachusetts, USA","during",1,1,"117943"
"axamitka",2021,"Brno, Czech Republic","during",3,2,"49490 55576"
"axicus",2020,"Charlottesville, Virginia, USA","during",1,1,"121176"
"ayoungclaus22",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"azilempukwana",2022,"eThekwini, Kwa-Zulu Natal, South Africa","during",1,1,"176035"
"azornoutdoors",2019,"Cleveland-Akron-Canton, OH, USA","during",1,1,"117943"
"azornoutdoors",2022,"Cleveland-Akron-Canton, OH, USA","during",3,3,"49490 151767 117943"
"b_collins_23",2019,"Calgary, Canada","during",1,1,"117943"
"b_martin_",2021,"Adelaide, South Australia, Australia","during",1,1,"49490"
"b1airo",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",3,3,"67747 117942 117990"
"b1gbuddy",2022,"Dallas-Fort Worth, Texas, USA","before",1,1,"232361"
"babaloo_silva",2021,"Curitiba, Paraná, Brazil","during",1,1,"117951"
"backpacker",2022,"Denver-Boulder Metro, Colorado, USA","during",2,2,"117943 155094"
"bagelosaurus",2019,"Bristol & Bath City Region, UK","during",1,1,"154184"
"bahianoayala",2021,"Buenos Aires, Argentina","after",1,1,"55553"
"baileym12",2022,"Western NC, North Carolina, USA","after",1,1,"182679"
"baileym12",2022,"Western NC, North Carolina, USA","during",3,3,"344442 117943 117938"
"balawu",2022,"Central Taiwan, Taiwan","during",6,3,"119888 355962 125773"
"bambaramba",2020,"Brno, Czech Republic","during",2,2,"60718 55576"
"bandrewse206",2022,"Columbus, Ohio, USA","during",1,1,"54613"
"bangsplat",2019,"Atlanta, Georgia, USA","during",1,1,"121176"
"barbara610",2020,"Calgary, Canada","during",2,2,"532267 344442"
"barbarab",2021,"Eugene-Springfield, Oregon, USA","during",4,4,"123175 48711 67747 49578"
"barbaralindsay",2021,"Calgary, Canada","during",1,1,"54757"
"barnescrew",2020,"Boston, Massachusetts, USA","during",1,1,"148365"
"barrie",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",15,11,"69430 117943 117942 148365 55576 117938 117899 60724 404737 446985 69163 67747"
"barry_lang",2022,"eThekwini, Kwa-Zulu Natal, South Africa","during",1,1,"117943"
"base736",2020,"Calgary, Canada","after",3,3,"49490 182605 54734"
"base736",2021,"Calgary, Canada","before",9,3,"54734 344442 155090"
"base736",2021,"Calgary, Canada","during",5,3,"344442 117887 69468"
"base736",2022,"Calgary, Canada","during",6,5,"532267 67747 49490 54294 54735"
"batatan-ethan",2022,"Orange County, California, USA","before",1,1,"117938"
"bathscape",2019,"Bristol & Bath City Region, UK","during",1,1,"55576"
"bathscape",2021,"Bristol & Bath City Region, UK","during",1,1,"229764"
"baxter-slye",2020,"Dallas-Fort Worth, Texas, USA","during",2,2,"632126 55553"
"baxter-slye",2021,"Dallas-Fort Worth, Texas, USA","during",16,9,"232361 233685 117877 69211 123511 229256 632126 532533 69430 229441 55553"
"baxter-slye",2022,"Dallas-Fort Worth, Texas, USA","during",3,3,"69211 632126 229256"
"bbfinney",2021,"Baltimore, Maryland, USA","after",1,1,"69211"
"bburdette91711",2020,"Western NC, North Carolina, USA","during",1,1,"117943"
"bbylover",2019,"Boston, Massachusetts, USA","during",1,1,"125773"
"bbylover",2022,"Boston, Massachusetts, USA","during",2,2,"175426 117943"
"bcamacho",2022,"Albuquerque, New Mexico, USA","during",2,2,"632126 123230"
"bdthomas",2022,"Boston, Massachusetts, USA","during",1,1,"117887"
"bea-",2020,"Boston, Massachusetts, USA","after",1,1,"59954"
"beastwr1123",2018,"Baltimore, Maryland, USA","during",2,1,"117943"
"beatley",2018,"Charlottesville, Virginia, USA","during",2,2,"200925 151767"
"beaugilbert",2020,"Atlanta, Georgia, USA","during",2,2,"151767 49490"
"beaverjfw",2021,"Calgary, Canada","during",1,1,"463837"
"beaverjfw",2022,"Calgary, Canada","during",1,1,"532267"
"bec9",2021,"Adelaide, South Australia, Australia","before",1,1,"54735"
"bec9",2021,"Adelaide, South Australia, Australia","during",6,2,"117887 54757 55576"
"bec9",2022,"Adelaide, South Australia, Australia","before",2,2,"117887 55576"
"bec9",2022,"Adelaide, South Australia, Australia","during",19,9,"55576 48325 117951 69430 55553 69211 50252 67747 117867"
"becky_harris",2021,"Boston, Massachusetts, USA","during",2,1,"60724"
"becky5",2018,"Cleveland-Akron-Canton, OH, USA","during",3,2,"117943 125773 117951"
"beebanks",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",1,1,"117951"
"beethree",2022,"Dallas-Fort Worth, Texas, USA","during",1,1,"117867"
"beetleman",2022,"Boise, Idaho, USA","before",3,3,"117958 49490 54613"
"behringerd",2021,"Charlottesville, Virginia, USA","during",1,1,"117951"
"bekka_strix",2022,"Boston, Massachusetts, USA","after",1,1,"117422"
"bellaeury",2021,"Alachua County, Florida, USA","during",4,3,"464189 182631 121176 67747"
"bellanguyen",2019,"Austin, Texas, USA","during",2,2,"69430 155090"
"benelson",2020,"Western NC, North Carolina, USA","during",1,1,"117867"
"bengill",2020,"Ōtautahi/Christchurch, Canterbury, New Zealand","before",1,1,"55576"
"benguarente",2020,"Denver-Boulder Metro, Colorado, USA","during",2,2,"182679 174748"
"benjamin_sadler",2021,"Boston, Massachusetts, USA","during",1,1,"200925"
"benjamin_walton",2021,"Garden Route, Western Cape, South Africa","during",1,1,"229759"
"benjaminclayton47",2022,"Albuquerque, New Mexico, USA","before",1,1,"126626"
"benjamincurling",2021,"Cape Town, Western Cape, South Africa","during",1,1,"67747"
"benjaminkutschied",2020,"Western NC, North Carolina, USA","during",1,1,"117943"
"benwellington",2019,"Eugene-Springfield, Oregon, USA","during",2,2,"55576 54734"
"benzerante",2020,"Chicago, Illinois, USA","before",1,1,"117943"
"benzerante",2020,"Chicago, Illinois, USA","during",2,1,"117951 117943"
"benzerante",2021,"Chicago, Illinois, USA","during",2,1,"117887 155090"
"bereblue",2019,"Ciudad de México, México","during",2,2,"117943 200925"
"berkshirenaturalist",2018,"Boston, Massachusetts, USA","during",3,3,"67747 127051 59954"
"berningerw",2019,"Atlanta, Georgia, USA","after",1,1,"205470"
"bernmar",2018,"Baltimore, Maryland, USA","during",1,1,"117943"
"bert10",2022,"Adelaide, South Australia, Australia","after",1,1,"155093"
"bert10",2022,"Adelaide, South Australia, Australia","before",3,3,"117859 67747 55576"
"bert10",2022,"Adelaide, South Australia, Australia","during",1,1,"117892"
"betheschbach",2018,"Dallas-Fort Worth, Texas, USA","during",3,1,"55576"
"bethj490",2022,"Western NC, North Carolina, USA","after",1,1,"59954"
"betinha2018",2022,"Curitiba, Paraná, Brazil","during",3,3,"55554 123348 203077"
"betsy191",2022,"Western NC, North Carolina, USA","during",1,1,"54734"
"betsy26",2018,"Austin, Texas, USA","during",4,4,"218573 200925 117938 532267"
"betsybowden",2020,"Chattanooga, Tennessee, USA","during",5,5,"125773 155091 148365 121176 49490"
"betsybowden",2021,"Chattanooga, Tennessee, USA","during",6,6,"155093 121176 182631 151767 148365 125773"
"betsybowden",2022,"Chattanooga, Tennessee, USA","during",4,4,"227252 121176 182713 182631"
"bettyalex",2020,"Boston, Massachusetts, USA","before",1,1,"69430"
"bewi1dered",2021,"Adelaide, South Australia, Australia","before",1,1,"69430"
"bexx_maxwell",2020,"Calgary, Canada","during",1,1,"117938"
"bflannery",2020,"Baltimore, Maryland, USA","during",1,1,"117422"
"bg1159",2018,"Chicago, Illinois, USA","after",1,1,"117943"
"bgaudubon",2022,"Boston, Massachusetts, USA","before",1,1,"49490"
"bgaudubon",2022,"Boston, Massachusetts, USA","during",1,1,"117951"
"bgsmith",2020,"Austin, Texas, USA","during",1,1,"55554"
"bhattlex",2022,"Denver-Boulder Metro, Colorado, USA","during",1,1,"155094"
"bhekathina",2022,"Cape Town, Western Cape, South Africa","during",1,1,"49490"
"bhorton10",2020,"Western NC, North Carolina, USA","during",3,3,"125754 67747 59954"
"bhtrezevant",2022,"Colorado Springs, Colorado, USA","during",2,2,"154250 69468"
"bhurt2",2018,"Baltimore, Maryland, USA","during",1,1,"117943"
"bianca91",2021,"Cape Town, Western Cape, South Africa","during",1,1,"69163"
"bibimendez",2018,"Dallas-Fort Worth, Texas, USA","during",1,1,"69430"
"big_al_xo",2022,"Chicago, Illinois, USA","during",1,1,"69211"
"bill-nye-the-science-guy",2022,"Chicago, Illinois, USA","during",2,1,"228062"
"bill3141",2022,"Chicago, Illinois, USA","during",1,1,"69430"
"billbutler52",2021,"Orange County, California, USA","during",1,1,"117951"
"billgiez",2019,"Boston, Massachusetts, USA","during",4,3,"117951 125773 179037 49490"
"billhubick",2018,"Baltimore, Maryland, USA","during",3,3,"49490 117422 117943"
"billmac",2020,"Boston, Massachusetts, USA","during",9,7,"179037 320843 123230 460246 117943 119669 155093"
"billmac",2021,"Boston, Massachusetts, USA","before",3,3,"54607 117422 182455"
"billmac",2021,"Boston, Massachusetts, USA","during",2,2,"182657 182467"
"billmac",2022,"Boston, Massachusetts, USA","before",1,1,"182467"
"billmac",2022,"Boston, Massachusetts, USA","during",4,4,"182467 117422 69430 117943"
"biohunterkal",2019,"Austin, Texas, USA","during",3,3,"69430 124439 54734"
"biologygeek7",2022,"Erie, Pennsylvania, USA","during",12,11,"372229 194686 155090 60718 220115 155093 69430 200925 54734 117943 54607"
"biorey87",2018,"Bogotá, Colombia","during",8,7,"67747 117896 175670 122660 49490 59968 117980"
"birchbeer",2020,"Western NC, North Carolina, USA","after",1,1,"117867"
"birders130",2020,"Boston, Massachusetts, USA","after",4,4,"117971 121176 155093 117943"
"birders130",2020,"Boston, Massachusetts, USA","during",14,10,"155093 182679 49490 119669 69211 179037 123230 59954 125773 148365 54735"
"birders130",2021,"Boston, Massachusetts, USA","before",1,1,"59954"
"birdone",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"birdsandbugs27",2018,"Dallas-Fort Worth, Texas, USA","before",1,1,"232361"
"birdsandbugs27",2018,"Dallas-Fort Worth, Texas, USA","during",1,1,"232361"
"bjeffery",2020,"Alachua County, Florida, USA","during",1,1,"117867"
"bjoyave",2022,"Cleveland-Akron-Canton, OH, USA","during",2,2,"125754 117943"
"bkwoodswalker",2021,"Charlotte, North Carolina, USA","after",1,1,"54294"
"blakes13",2020,"Boston, Massachusetts, USA","during",1,1,"59954"
"blazeclaw",2018,"Denver-Boulder Metro, Colorado, USA","during",24,12,"632126 60724 49490 182502 117899 532267 117951 182679 344442 182508 194681 154128"
"blazeclaw",2020,"Denver-Boulder Metro, Colorado, USA","before",8,5,"532267 532175 155094 632126 60724"
"blazeclaw",2020,"Denver-Boulder Metro, Colorado, USA","during",124,21,"182508 182605 344442 182502 60724 69468 230002 154250 632126 532267 175944 229999 636253 155094 182461 49490 175170 175654 59968 212280 532175 182455 531563 67747"
"blehloaea",2022,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"bleite",2021,"Boston, Massachusetts, USA","during",1,1,"117943"
"bleite21",2018,"Boston, Massachusetts, USA","during",1,1,"117951"
"bluerook",2021,"Baton Rouge, Louisiana, USA","during",2,1,"464189"
"bmacn93",2020,"Birmingham Metro Area, Alabama, USA","after",1,1,"121176"
"bmbk",2020,"Western NC, North Carolina, USA","during",3,2,"67747 117867"
"bmcmaster",2019,"Boston, Massachusetts, USA","during",1,1,"125773"
"bmilano",2021,"Fairfield and Westchester County, Connecticut and New York, USA","during",1,1,"117943"
"bmvig",2019,"Boston, Massachusetts, USA","during",3,3,"125773 117951 117422"
"bmvig",2020,"Boston, Massachusetts, USA","during",1,1,"117943"
"bmvig",2021,"Boston, Massachusetts, USA","during",2,2,"125773 49490"
"bo_the_dad",2020,"Austin, Texas, USA","during",1,1,"232361"
"boat",2018,"Bristol & Bath City Region, UK","during",1,1,"55576"
"bob255",2019,"Boston, Massachusetts, USA","during",2,2,"117943 59954"
"bob73",2019,"Calgary, Canada","during",2,2,"532755 344442"
"bob73",2022,"Calgary, Canada","during",2,2,"532267 174748"
"bob777",2019,"Dallas-Fort Worth, Texas, USA","before",4,3,"463071 229249 212280"
"bob777",2019,"Dallas-Fort Worth, Texas, USA","during",6,5,"55553 117877 155090 182701 233685"
"bob777",2020,"Dallas-Fort Worth, Texas, USA","before",4,3,"117877 233685 155090"
"bob777",2020,"Dallas-Fort Worth, Texas, USA","during",1,1,"632126"
"bob777",2021,"Dallas-Fort Worth, Texas, USA","after",1,1,"232361"
"bob777",2022,"Dallas-Fort Worth, Texas, USA","before",1,1,"229441"
"bob777",2022,"Dallas-Fort Worth, Texas, USA","during",9,5,"155095 69211 233685 155090 117877"
"bobbicarpenter1",2020,"Alachua County, Florida, USA","during",1,1,"117867"
"bobbycrossbrighton",2021,"Brighton, Sussex, UK","during",3,2,"55576 182631 175440"
"bobtheduck",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"bobw_gwmn",2019,"Austin, Texas, USA","during",2,2,"117867 232361"
"bobw_gwmn",2020,"Austin, Texas, USA","during",2,2,"155091 232361"
"bobw_gwmn",2022,"Austin, Texas, USA","during",1,1,"232361"
"bobw75",2022,"Denver-Boulder Metro, Colorado, USA","during",2,2,"154250 60724"
"bog_marsh",2022,"Austin, Texas, USA","during",1,1,"69211"
"boise_hannah",2022,"Boise, Idaho, USA","during",1,1,"632126"
"boletusreticulatus",2022,"Cuernavaca, Morelos, México","during",8,8,"182713 117958 117943 123114 67747 154184 117896 69163"
"bombin",2021,"Buenos Aires, Argentina","during",1,1,"60724"
"bonnuit",2021,"Brno, Czech Republic","during",1,1,"55576"
"bonzothevgrate",2021,"Boston, Massachusetts, USA","during",1,1,"117943"
"bookworm86",2022,"Chicago, Illinois, USA","before",1,1,"69430"
"bosqueaaron",2018,"Dallas-Fort Worth, Texas, USA","during",2,2,"232361 117942"
"bosquenublado",2020,"Atlanta, Georgia, USA","during",2,1,"117892 117867"
"bosquenublado",2021,"Atlanta, Georgia, USA","during",1,1,"67747"
"botanylicious",2019,"Atlanta, Georgia, USA","during",1,1,"119669"
"botanylicious",2020,"Atlanta, Georgia, USA","during",2,2,"532533 119669"
"botanylicious",2022,"Atlanta, Georgia, USA","during",1,1,"463327"
"bouteloua",2018,"Chicago, Illinois, USA","during",12,7,"174748 49490 117887 117943 155090 344442 151767 69430 54735"
"bouteloua",2019,"Chicago, Illinois, USA","after",1,1,"117932"
"boxboy0_0",2022,"Fort Wayne, Indiana, USA","after",1,1,"155091"
"bprindle",2021,"Baton Rouge, Louisiana, USA","during",1,1,"117943"
"bradgrimm",2020,"Austin, Texas, USA","after",1,1,"232361"
"brandon-cash",2022,"Dallas-Fort Worth, Texas, USA","after",1,1,"117887"
"brandoncorder",2022,"Western NC, North Carolina, USA","before",4,4,"205689 117422 54294 59954"
"brandonwoo",2021,"Boston, Massachusetts, USA","during",2,1,"49490"
"brandta",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",6,5,"55576 473041 54735 355352 69211"
"brandtmagic",2022,"Albuquerque, New Mexico, USA","during",3,2,"532267 126626"
"brdnrdr",2021,"Chicago, Illinois, USA","during",2,2,"117943 182656"
"brdnrdr",2022,"Cleveland-Akron-Canton, OH, USA","after",1,1,"155093"
"breanddave",2021,"Chicago, Illinois, USA","during",1,1,"155090"
"brenda_vanessa",2020,"Ensenada, Baja California, México","during",2,1,"60724"
"brendanf22",2018,"Boston, Massachusetts, USA","during",2,2,"148365 117943"
"brendavanessamendozahrnandez",2019,"Ciudad de México, México","during",1,1,"154128"
"brennakristiansen",2018,"Boston, Massachusetts, USA","during",1,1,"49490"
"brentano",2018,"Dallas-Fort Worth, Texas, USA","during",2,2,"200925 69430"
"brentano",2021,"Dallas-Fort Worth, Texas, USA","during",2,2,"117877 55553"
"brentiner",2019,"Birmingham Metro Area, Alabama, USA","during",2,1,"67747 121176"
